VTD,PrecinctName,HD,tot14,stw14,sth14,votes_area
271250095,Terrebonne Twp,1B,50,0.541994,0.520000,0.000135
271250100,Wylie Twp,1B,29,0.496843,0.413793,0.000232
271270005,Belview,16B,131,0.510167,0.436508,0.012575
271270010,Brookville Twp,16B,75,0.171617,0.135135,0.000203
271270015,Charlestown Twp,16B,98,0.348946,0.234694,0.000281
271270020,Clements,16B,49,0.292514,0.354167,0.012520
271270025,Delhi,16B,27,0.574421,0.423077,0.003443
271270030,Delhi Twp,16B,127,0.442628,0.328000,0.000371
271270035,Gales Twp,16A,55,0.140500,0.072727,0.000148
271270040,Granite Rock Twp,16B,95,0.349773,0.247312,0.000254
271270045,Honner Twp,16B,31,0.366931,0.275862,0.000449
271270050,Johnsonville Twp,16B,44,0.452146,0.340909,0.000117
271270055,Kintire Twp,16B,67,0.345415,0.343750,0.000185
271270060,Lamberton,22B,287,0.482536,0.457249,0.043453
271270065,Lamberton Twp,22B,91,0.338196,0.261364,0.000249
271270070,Lucan,16B,78,0.316823,0.253333,0.019087
271270075,Milroy,16A,81,0.580848,0.362500,0.030595
271270080,Morgan,16B,301,0.454319,0.380471,0.053120
271270085,Morgan Twp,16B,98,0.174682,0.170213,0.000268
271270090,New Avon Twp,16B,86,0.247448,0.176471,0.000232
271270095,North Hero Twp,22B,54,0.528885,0.452830,0.000149
271270105,Paxton Twp,16B,210,0.549604,0.514706,0.000596
271270110,Redwood Falls W-1,16B,506,0.483473,0.406504,0.066678
271270115,Redwood Falls W-2,16B,564,0.469993,0.385870,0.016364
271270120,Redwood Falls W-3,16B,616,0.468577,0.392796,0.060196
271270125,Redwood Falls Twp,16B,85,0.310976,0.178571,0.000239
271270130,Revere,22B,33,0.615085,0.580645,0.005573
271270135,Sanborn,16B,118,0.405082,0.318966,0.005400
271270140,Seaforth,16B,25,0.654956,0.565217,0.002409
271270145,Sheridan Twp,16B,76,0.377663,0.236111,0.000216
271270150,Sherman Twp,16B,62,0.506964,0.433333,0.000218
271270155,Springdale Twp,22B,73,0.465803,0.375000,0.000197
271270160,Sundown Twp,16B,63,0.358334,0.278689,0.000170
271270165,Swedes Forest Twp,16B,55,0.512987,0.442308,0.000273
271270170,Three Lakes Twp,16B,61,0.207216,0.245902,0.000167
271270175,Underwood Twp,16A,87,0.245044,0.137931,0.000240
271270180,Vail Twp,16B,118,0.392415,0.324561,0.000325
271270185,Vesta,16A,74,0.459398,0.260274,0.021366
271270190,Vesta Twp,16A,82,0.347650,0.200000,0.000227
271270195,Wabasso,16B,316,0.445392,0.377926,0.036067
271270200,Walnut Grove,22B,187,0.546593,0.497268,0.016951
271270205,Wanda,16B,46,0.332251,0.142857,0.017043
271270210,Waterbury Twp,16B,88,0.313584,0.275862,0.000236
271270215,Westline Twp,16A,75,0.407833,0.213333,0.000202
271270220,Willow Lake Twp,16B,83,0.353686,0.308642,0.000224
271290005,Bandon Twp,17A,62,0.443940,0.322581,0.000165
271290010,Beaver Falls Twp,16B,72,0.423717,0.472222,0.000257
271290015,Birch Cooley Twp,16B,92,0.572353,0.533333,0.000215
271290020,Bird Island,17A,440,0.585330,0.472477,0.026894
271290025,Bird Island Twp,17A,97,0.529228,0.391753,0.000287
271290030,Boon Lake Twp,17A,143,0.357052,0.282609,0.000354
271290035,Brookfield Twp,17A,67,0.206103,0.104478,0.000180
271290040,Buffalo Lake,17A,222,0.536642,0.441315,0.032817
271290045,Cairo Twp,17A,73,0.351418,0.273973,0.000207
271290050,Camp Twp,17A,75,0.398810,0.315068,0.000254
271290055,Crooks Twp,17A,97,0.368152,0.206186,0.000261
271290060,Danube,17A,164,0.562600,0.445122,0.026037
271290065,Emmet Twp,17A,74,0.631439,0.513514,0.000207
271290070,Ericson Twp,17A,96,0.459004,0.357895,0.000256
271290075,Fairfax,17A,370,0.503144,0.418539,0.027733
271290080,Flora Twp,17A,89,0.397474,0.295455,0.000228
271290085,Franklin,16B,162,0.565017,0.587097,0.015695
271290090,Hawk Creek Twp,17A,103,0.617106,0.572816,0.000328
271290095,Hector,17A,351,0.473875,0.364943,0.019212
271290100,Hector Twp,17A,78,0.304532,0.217949,0.000219
271290105,Henryville Twp,17A,81,0.485479,0.354430,0.000217
271290110,Kingman Twp,17A,95,0.526441,0.389474,0.000254
271290115,Martinsburg Twp,17A,54,0.400275,0.314815,0.000144
271290120,Melville Twp,17A,88,0.462066,0.454545,0.000235
271290125,Morton,16B,117,0.620432,0.612069,0.009330
271290130,Norfolk Twp,17A,67,0.479487,0.278689,0.000182
271290135,Olivia,17A,990,0.538397,0.459320,0.039371
271290140,Osceola Twp,17A,65,0.332218,0.206349,0.000173
271290145,Palmyra Twp,17A,100,0.535742,0.414141,0.000267
271290150,Preston Lake Twp,17A,104,0.307163,0.247525,0.000260
271290152,Redwood Falls,16B,0,0.000000,0.000000,0.000000
271290155,Renville,17A,396,0.567755,0.525773,0.024687
271290160,Sacred Heart,17A,166,0.660762,0.624242,0.016236
271290165,Sacred Heart Twp,17A,118,0.636174,0.543103,0.000222
271290170,Troy Twp,17A,127,0.493109,0.377953,0.000355
271290175,Wang Twp,17A,121,0.496204,0.462185,0.000324
271290180,Wellington Twp,17A,69,0.406069,0.352941,0.000184
271290185,Winfield Twp,17A,98,0.483645,0.378947,0.000261
271310005,Bridgewater Twp,20B,871,0.534944,0.513514,0.002352
271310010,Cannon City Twp,24B,484,0.445611,0.443750,0.001537
271310012,Dennison,20B,8,0.290476,0.375000,0.021140
271310015,Dundas,20B,480,0.531048,0.514894,0.025033
271310020,Erin Twp,20B,342,0.433950,0.400000,0.000918
271310025,Faribault P-1,24B,1157,0.555726,0.521815,0.020362
271310030,Faribault P-2,24B,1315,0.556661,0.536923,0.042597
271310035,Faribault P-3,24B,1856,0.585525,0.545107,0.044562
271310040,Faribault P-4,24B,1620,0.571658,0.533877,0.056233
271310055,Forest Twp,20B,523,0.423886,0.401575,0.001421
271310060,Lonsdale,20B,1105,0.360564,0.360640,0.041240
271310065,Morristown,24B,342,0.550702,0.492447,0.029328
271310070,Morristown Twp,24B,295,0.369656,0.338983,0.000821
271310075,Nerstrand,24B,108,0.540452,0.519231,0.007788
271310080,Northfield W-1 P-1,20B,748,0.939346,0.938202,0.093209
271310085,Northfield W-1 P-2,20B,1623,0.647611,0.648649,0.127958
271310090,Northfield W-2 P-1,20B,906,0.617885,0.615558,0.084658
271310095,Northfield W-2 P-2,20B,968,0.632002,0.626709,0.066785
271310105,Northfield W-3 P-1,20B,1118,0.730695,0.721659,0.130531
271310113,Northfield W-4 P-1,20B,929,0.799498,0.794248,0.067193
271310114,Northfield W-4 P-2,20B,767,0.831222,0.855869,0.163002
271310115,Northfield Twp,20B,363,0.505068,0.526761,0.000912
271310120,Richland Twp,24B,152,0.510788,0.539474,0.000409
271310125,Shieldsville Twp,20B,442,0.480031,0.445977,0.001175
271310130,Walcott Twp,24B,399,0.472102,0.457801,0.001172
271310135,Warsaw Twp,24B,562,0.400191,0.372093,0.001561
271310140,Webster Twp P-1,20B,343,0.465577,0.460843,0.001819
271310142,Webster Twp P-2,20B,423,0.400868,0.403423,0.002363
271310145,Wells Twp,24B,650,0.466529,0.457232,0.002084
271310150,Wheatland Twp,20B,444,0.411448,0.384439,0.001289
271310155,Wheeling Twp,24B,240,0.437276,0.435897,0.000672
271330005,Battle Plain Twp,22A,67,0.158941,0.119403,0.000179
271330010,Beaver Creek,22A,134,0.349726,0.248062,0.025436
271330015,Beaver Creek Twp,22A,145,0.354170,0.288732,0.000292
271330020,Clinton Twp,22A,92,0.167605,0.108696,0.000251
271330025,Denver Twp,22A,43,0.224048,0.142857,0.000122
271330030,Hardwick,22A,51,0.491048,0.254902,0.002818
271330035,Hills,22A,263,0.268626,0.236000,0.040171
271330040,Jasper,22A,21,0.764706,0.619048,0.003889
271330045,Kanaranzi Twp,22A,64,0.289527,0.171875,0.000172
271330050,Kenneth,22A,25,0.448591,0.280000,0.002281
271330055,Luverne W-1 P-NE,22A,732,0.453030,0.264910,0.082888
271330060,Luverne W-1 P-NW,22A,204,0.428356,0.253731,0.046088
271330065,Luverne W-2 P-SE,22A,344,0.451421,0.283626,0.017245
271330070,Luverne W-2 P-SW,22A,207,0.406570,0.226601,0.060697
271330075,Luverne Twp P-1,22A,89,0.260830,0.089888,0.000390
271330077,Luverne Twp P-2,22A,99,0.254871,0.166667,0.000924
271330080,Magnolia,22A,50,0.329737,0.285714,0.006199
271330085,Magnolia Twp,22A,73,0.362419,0.246575,0.000201
271330090,Martin Twp,22A,171,0.185288,0.116564,0.000346
271330095,Mound Twp,22A,65,0.416313,0.323077,0.000176
271330100,Rose Dell Twp,22A,71,0.278045,0.235294,0.000143
271330105,Springwater Twp,22A,71,0.248645,0.200000,0.000141
271330110,Steen,22A,52,0.244141,0.196078,0.011514
271330115,Vienna Twp,22A,62,0.417915,0.112903,0.000172
271350005,Badger,1A,140,0.415523,0.260870,0.010144
271350010,Barnett Twp,1A,60,0.432680,0.250000,0.000157
271350015,Barto Twp,1A,70,0.570488,0.314286,0.000184
271350020,Beaver Twp,1A,46,0.552519,0.391304,0.000125
271350025,Cedarbend Twp,1A,59,0.319077,0.206897,0.000159
271350028,Clear River/Oaks Unorg,1A,50,0.304017,0.220000,0.000074
271350030,Deer Twp,1A,55,0.328626,0.218182,0.000148
271350035,Dewey Twp,1A,59,0.463158,0.271186,0.000165
271350040,Dieter Twp,1A,59,0.320028,0.101695,0.000129
271350045,Enstrom Twp,1A,133,0.325970,0.223077,0.000359
271350050,Falun Twp,1A,107,0.459723,0.378947,0.000291
271350055,Golden Valley Twp,1A,53,0.435964,0.377358,0.000142
271350060,Greenbush,1A,296,0.482266,0.281250,0.018789
271350065,Grimstad Twp,1A,53,0.368961,0.173077,0.000138
271350070,Hereim Twp,1A,100,0.510670,0.260000,0.000293
271350075,Huss Twp,1A,58,0.340007,0.254545,0.000154
271350080,Jadis Twp,1A,213,0.387052,0.226415,0.000419
271350083,Jadis Unorg,1A,10,0.475556,0.200000,0.000037
271350085,Lake Twp,1A,601,0.295776,0.218487,0.001008
271350090,Laona Twp,1A,183,0.355987,0.251397,0.000467
271350095,Lind Twp,1A,19,0.086687,0.105263,0.000051
271350100,Malung Twp,1A,157,0.389500,0.248408,0.000423
271350105,Mickinock Twp,1A,112,0.383762,0.245455,0.000289
271350110,Moose Twp,1A,57,0.322538,0.142857,0.000151
271350115,Moranville Twp,1A,323,0.219977,0.160991,0.000884
271350120,Nereson Twp,1A,21,0.402514,0.238095,0.000056
271350121,Norland/Spruce Valley Unorg,1A,53,0.275564,0.150943,0.000055
271350122,Juneberry/Blooming Valley Unorg,1A,14,0.489286,0.285714,0.000011
271350125,Palmville Twp,1A,25,0.440000,0.291667,0.000068
271350130,Pohlitz Twp,1A,11,0.509091,0.400000,0.000024
271350135,Polonia Twp,1A,15,0.650256,0.200000,0.000040
271350140,Poplar Grove Twp,1A,56,0.531846,0.500000,0.000152
271350145,Reine Twp,1A,41,0.555415,0.292683,0.000110
271350150,Roosevelt,1A,50,0.356915,0.270833,0.004845
271350155,Roseau,1A,868,0.409720,0.223638,0.032249
271350160,Ross Twp,1A,130,0.329771,0.186047,0.000353
271350165,Skagen Twp,1A,96,0.295250,0.187500,0.000265
271350170,Soler Twp,1A,58,0.371229,0.206897,0.000154
271350175,Spruce Twp,1A,231,0.286833,0.155844,0.000631
271350176,America/Beltrami Island Forest Unorg,1A,19,0.443791,0.315789,0.000016
271350180,Stafford Twp,1A,105,0.459295,0.298077,0.000283
271350185,Stokes Twp,1A,78,0.537430,0.350649,0.000210
271350190,Strathcona,1A,11,0.509091,0.272727,0.002147
271350195,Warroad,1A,506,0.387626,0.258065,0.015806
271370005,Alango Twp,6A,106,0.728537,0.723810,0.000285
271370010,Alborn Twp,6B,207,0.709422,0.632353,0.000571
271370015,Alden Twp,3A,101,0.812177,0.795699,0.000275
271370020,Angora Twp,6A,111,0.621462,0.648649,0.000295
271370025,Arrowhead Twp,11A,86,0.629699,0.654762,0.000117
271370030,Ault Twp,3A,65,0.759863,0.734375,0.000088
271370031,Unorg Prct 3,6B,41,0.718816,0.700000,0.000037
271370035,Babbitt,3A,743,0.586209,0.683128,0.000675
271370040,Balkan Twp,6A,404,0.665029,0.692695,0.000594
271370045,Bassett Twp,3A,22,0.902045,0.904762,0.000012
271370050,Beatty Twp,3A,272,0.546002,0.629213,0.000331
271370055,Biwabik,6B,470,0.724131,0.732181,0.003259
271370060,Biwabik Twp,6B,485,0.587830,0.611227,0.001580
271370065,Breitung Twp,3A,352,0.599743,0.696793,0.000866
271370066,Unorg Prct 22,3A,5,0.440000,0.600000,0.000014
271370070,Brevator Twp,11A,414,0.651234,0.622222,0.001126
271370075,Brookston,11A,23,0.914871,0.863636,0.004092
271370080,Buhl,6A,455,0.682122,0.697105,0.012543
271370085,Canosia Twp,3B,967,0.541607,0.556139,0.002631
271370090,Cedar Valley Twp,6A,94,0.572939,0.591398,0.000132
271370095,Cherry Twp,6A,404,0.693742,0.717500,0.001169
271370100,Chisholm,6A,1864,0.728070,0.744287,0.038184
271370115,Clinton Twp,6B,422,0.654950,0.658654,0.001213
271370120,Colvin Twp,6B,172,0.546520,0.556886,0.000465
271370125,Cook,3A,239,0.672748,0.735043,0.009308
271370130,Cotton Twp,6B,222,0.632064,0.623853,0.000299
271370133,Crane Lake Twp,3A,64,0.386029,0.774194,0.000075
271370135,Culver Twp,11A,93,0.788810,0.795699,0.000258
271370140,Duluth P-1,7A,1063,0.673397,0.631836,0.020758
271370145,Duluth P-2,7A,1030,0.730381,0.671414,0.212678
271370150,Duluth P-3,7A,1244,0.659527,0.604671,0.165750
271370155,Duluth P-4,7A,1131,0.657699,0.602013,0.099561
271370160,Duluth P-5,7A,1150,0.656135,0.613799,0.027797
271370165,Duluth P-6,7A,1805,0.662681,0.606095,0.062904
271370170,Duluth P-7,7A,1127,0.711267,0.659515,0.085331
271370175,Duluth P-8,7A,1413,0.627589,0.589221,0.098380
271370180,Duluth P-9,7A,677,0.683734,0.647799,0.168867
271370190,Duluth P-10,7A,927,0.549983,0.546512,0.200699
271370195,Duluth P-11,3B,1624,0.650471,0.657343,0.027029
271370200,Duluth P-12,7A,889,0.766802,0.747318,0.326779
271370205,Duluth P-13,7A,880,0.767710,0.729695,0.172073
271370210,Duluth P-14,7A,680,0.791586,0.754591,0.171368
271370215,Duluth P-15,7A,1074,0.816873,0.771486,0.193574
271370220,Duluth P-16,7B,1226,0.707145,0.705731,0.100516
271370230,Duluth P-17,7A,698,0.814272,0.756979,0.192801
271370240,Duluth P-18,7B,640,0.757309,0.774920,0.018130
271370245,Duluth P-19,7B,384,0.792941,0.803279,0.018063
271370250,Duluth P-20,7B,502,0.754285,0.757143,0.095234
271370255,Duluth P-21,7B,556,0.760818,0.750000,0.031684
271370260,Duluth P-22,7B,949,0.664138,0.665944,0.033023
271370265,Duluth P-23,3B,1086,0.605734,0.623585,0.013614
271370270,Duluth P-24,7B,1103,0.663060,0.662963,0.062360
271370275,Duluth P-25,7B,1090,0.614652,0.636449,0.058899
271370280,Duluth P-26,7B,726,0.737580,0.724679,0.060745
271370285,Duluth P-27,7B,645,0.730393,0.731200,0.028862
271370290,Duluth P-28,7B,354,0.745038,0.739130,0.016845
271370295,Duluth P-29,7B,1028,0.748543,0.732802,0.249904
271370300,Duluth P-30,7B,848,0.752011,0.752439,0.040174
271370305,Duluth P-31,7B,712,0.732756,0.724534,0.023166
271370315,Duluth P-32,7B,1259,0.706684,0.703554,0.023166
271370320,Duluth P-33,7B,572,0.689627,0.709156,0.010616
271370325,Duluth P-34,7B,1030,0.720013,0.708333,0.016475
271370435,Duluth Twp,3B,938,0.629763,0.628788,0.001960
271370437,Eagles Nest Twp,3A,160,0.568430,0.701299,0.000521
271370440,Ellsburg Twp,6B,97,0.625577,0.610526,0.000131
271370445,Elmer Twp,6A,63,0.644440,0.516129,0.000150
271370450,Ely,3A,1559,0.595798,0.724551,0.053336
271370470,Embarrass Twp,6B,306,0.629566,0.644295,0.000902
271370475,Eveleth P-1,6B,638,0.721172,0.705414,0.027688
271370480,Eveleth P-2,6B,525,0.705854,0.681553,0.024441
271370485,Eveleth P-3,6B,228,0.735101,0.734513,0.010251
271370505,Fairbanks Twp,3A,32,0.621583,0.612903,0.000043
271370510,Fayal Twp,6B,1129,0.629546,0.637590,0.003174
271370515,Field Twp,3A,165,0.660462,0.719512,0.000295
271370520,Fine Lakes Twp,6A,62,0.396122,0.372881,0.000168
271370525,Floodwood P-1,6A,187,0.792437,0.777778,0.012124
271370530,Floodwood Twp P-2,6A,108,0.615089,0.619048,0.000305
271370540,Fredenberg Twp,6B,717,0.545091,0.504310,0.001935
271370545,French Twp,6A,340,0.646730,0.675516,0.000894
271370550,Gilbert,6B,779,0.648896,0.665796,0.006066
271370565,Gnesen Twp,3A,828,0.563969,0.564735,0.001117
271370570,Grand Lake Twp,6B,1122,0.562655,0.533028,0.001521
271370575,Great Scott Twp P-1,6A,205,0.601808,0.630542,0.000330
271370580,Kinney/Great Scott Twp P-2,6A,61,0.798143,0.810345,0.001435
271370585,Greenwood Twp,3A,543,0.558622,0.632959,0.000570
271370590,Halden Twp,6A,64,0.609906,0.609375,0.000173
271370591,Unorg Prct 1,6A,28,0.585037,0.571429,0.000077
271370595,Hermantown P-1,3B,1122,0.577731,0.594765,0.015040
271370600,Hermantown P-2,3B,1063,0.607569,0.613550,0.005706
271370605,Hermantown P-3,3B,1397,0.599335,0.600730,0.015002
271370615,Hibbing W-A P-1,6A,277,0.738344,0.765343,0.000521
271370620,Hibbing W-A P-2,6A,161,0.769275,0.797468,0.139663
271370625,Hibbing W-A P-3,6A,423,0.688281,0.714286,0.008732
271370630,Hibbing W-A P-4,6A,416,0.633732,0.647922,0.001069
271370635,Hibbing W-B P-5,6A,741,0.709580,0.739011,0.025977
271370640,Hibbing W-B P-6,6A,349,0.656103,0.724638,0.002504
271370645,Hibbing W-B P-7,6A,284,0.633555,0.630824,0.000678
271370650,Hibbing W-C P-8,6A,392,0.632053,0.665796,0.001630
271370655,Hibbing W-C P-9,6A,819,0.679352,0.711083,0.007894
271370660,Hibbing W-D P-10,6A,1098,0.679670,0.720222,0.195374
271370665,Hibbing W-E P-11,6A,1287,0.678266,0.727918,0.097718
271370735,Hoyt Lakes,6B,987,0.673565,0.701031,0.001657
271370750,Industrial Twp,6B,322,0.661700,0.648387,0.000867
271370755,Iron Junction,6B,48,0.545688,0.541667,0.005760
271370760,Kelsey Twp,6B,65,0.589190,0.569231,0.000176
271370765,Kugler Twp,6B,100,0.785711,0.775510,0.000274
271370770,Lakewood Twp,3B,1045,0.580475,0.581553,0.003633
271370775,Lavell Twp,6A,146,0.611314,0.630137,0.000131
271370780,Leiding Twp,3A,189,0.492022,0.650538,0.000130
271370785,Leonidas,6B,30,0.860057,0.827586,0.002111
271370790,Linden Grove Twp,3A,59,0.541477,0.603448,0.000162
271370795,McDavitt Twp,6B,228,0.705034,0.676991,0.000306
271370797,McKinley,6B,49,0.768756,0.787234,0.003003
271370799,Meadowlands,6B,37,0.735539,0.818182,0.009466
271370800,Meadowlands Twp,6B,124,0.670701,0.658537,0.000199
271370805,Midway Twp,3B,620,0.663001,0.640394,0.003347
271370810,Morcom Twp,6A,44,0.714699,0.704545,0.000119
271370815,Morse Twp,3A,735,0.573006,0.689266,0.000516
271370820,Mountain Iron P-1,6B,699,0.701677,0.704776,0.001571
271370821,Unorg Prct 24,3A,36,0.754848,0.794118,0.000024
271370825,Mountain Iron P-2,6B,726,0.663132,0.665266,0.002543
271370840,Ness Twp,6B,36,0.657471,0.714286,0.000099
271370845,New Independence Twp,6B,128,0.698800,0.704000,0.000348
271370850,Normanna Twp,3B,357,0.568516,0.571839,0.000959
271370852,North Star Twp,3A,109,0.553786,0.546296,0.000296
271370855,Northland Twp,6B,99,0.583858,0.556701,0.000271
271370857,Unorg Prct 2,6B,195,0.629501,0.609890,0.000132
271370860,Orr,3A,107,0.577187,0.650943,0.007372
271370865,Owens Twp,3A,117,0.449319,0.663793,0.000409
271370875,Pequaywan Twp,3A,93,0.586104,0.554348,0.000250
271370880,Pike Twp,6B,222,0.606140,0.642202,0.000632
271370881,Unorg Prct 18,6B,48,0.587104,0.541667,0.000153
271370885,Portage Twp,3A,87,0.521542,0.611765,0.000059
271370890,Prairie Lake Twp,6A,18,0.739524,0.722222,0.000049
271370895,Proctor,3B,1211,0.691088,0.684564,0.036480
271370910,Rice Lake Twp,3B,1667,0.600652,0.601829,0.004829
271370915,Sandy Twp,6B,197,0.651785,0.659898,0.000575
271370920,Solway Twp,3B,824,0.623655,0.599016,0.002238
271370925,Stoney Brook Twp,11A,100,0.727841,0.711340,0.000270
271370930,Sturgeon Twp,6A,74,0.696621,0.662162,0.000194
271370935,Toivola Twp,6A,75,0.592617,0.662162,0.000101
271370940,Tower P-1,3A,221,0.717322,0.772093,0.008278
271370942,Tower P-2,6B,0,0.000000,0.000000,0.000000
271370945,Unorg Prct 4,6A,136,0.718604,0.764706,0.000365
271370950,Unorg Prct 5,6B,151,0.660710,0.655172,0.000413
271370960,Unorg Prct 14,6B,403,0.507766,0.502513,0.001077
271370962,Unorg Prct 6,6B,1,0.600000,1.000000,0.000002
271370965,Unorg Prct 7,6A,127,0.664334,0.666667,0.000330
271370970,Unorg Prct 15,6A,492,0.497883,0.520833,0.001378
271370971,Unorg Prct 16,6A,76,0.592413,0.626667,0.000287
271370973,Unorg Prct 8,6A,13,0.712727,0.769231,0.000034
271370975,Unorg Prct 9,3A,232,0.622602,0.716157,0.000320
271370976,Unorg Prct 20,6B,0,0.000000,0.000000,0.000000
271370979,Unorg Prct 10,6B,4,1.000000,1.000000,0.000011
271370990,Unorg Prct 12,3A,9,0.836111,0.777778,0.000049
271370999,Unorg Prct 11,3A,45,0.578851,0.772727,0.000122
271371000,Unorg Prct 13,3A,113,0.348298,0.477477,0.000018
271371001,Unorg Prct 19,3A,63,0.927198,0.887097,0.000173
271371002,Unorg Prct 21,3A,93,0.510670,0.582418,0.000014
271371005,Unorg Prct 23,3A,22,0.811429,0.761905,0.000059
271371011,Camp 5 Twp,3A,14,0.441958,0.571429,0.000040
271371030,Van Buren Twp,6A,80,0.788424,0.769231,0.000218
271371035,Vermilion Lake Twp,6B,194,0.604772,0.565445,0.000517
271371040,Virginia P-1,6B,845,0.663995,0.627262,0.007486
271371045,Virginia P-2,6B,656,0.578588,0.593301,0.058999
271371050,Virginia P-3,6B,518,0.707328,0.683897,0.168704
271371055,Virginia P-4,6B,663,0.639402,0.619784,0.231398
271371060,Virginia P-5,6B,781,0.672579,0.681997,0.011673
271371125,Waasa Twp,6B,113,0.686806,0.724771,0.000310
271371130,Aurora/White Twp P-1,6B,721,0.677340,0.701578,0.018021
271371135,White Twp P-2,6B,363,0.551284,0.569832,0.001020
271371136,White Twp P-3,6B,350,0.604731,0.636364,0.000525
271371140,Willow Valley Twp,3A,60,0.427424,0.593220,0.000166
271371145,Winton,3A,70,0.587385,0.739130,0.053808
271371150,Wuori Twp,6B,278,0.625073,0.630996,0.000772
271371155,Unorg Prct 17,6B,146,0.771422,0.743056,0.000398
271371160,Kabetogama Twp,3A,84,0.504718,0.548780,0.000229
271390005,Belle Plaine,20A,1879,0.446631,0.385582,0.030441
271390010,Belle Plaine Twp,20A,376,0.388085,0.266667,0.000963
271390015,Blakeley Twp,20A,192,0.371129,0.296296,0.000691
271390020,Cedar Lake Twp,20A,1131,0.358958,0.290352,0.003029
271390025,Credit River Twp,55B,2229,0.311489,0.288742,0.009061
271390037,Elko New Market,20A,1362,0.345361,0.255447,0.039582
271390040,Helena Twp,20A,697,0.354635,0.283843,0.001986
271390045,Jackson Twp,55A,361,0.459138,0.375000,0.005523
271390050,Jordan P-1,55B,1188,0.431205,0.374437,0.059394
271390055,Jordan P-2,55B,531,0.404480,0.365145,0.040738
271390060,Louisville Twp,55A,542,0.333906,0.239766,0.003621
271390070,New Market Twp,20A,1511,0.354695,0.280619,0.004505
271390075,New Prague P-2,20A,1419,0.482440,0.374370,0.061401
271390080,Prior Lake P-1,55B,1108,0.438026,0.464522,0.062052
271390084,Prior Lake P-2,55B,745,0.456379,0.470670,0.061068
271390090,Prior Lake P-3,55B,1367,0.467495,0.446262,0.062968
271390091,Prior Lake P-4,55B,1450,0.410420,0.393678,0.083516
271390092,Prior Lake P-5,55B,1460,0.385957,0.357706,0.063281
271390093,Prior Lake P-6A,55B,1004,0.370895,0.367708,0.062945
271390094,Prior Lake P-6B,55B,790,0.425293,0.401628,0.058076
271390097,Prior Lake P-7,55B,1155,0.408390,0.381256,0.016887
271390099,Saint Lawrence Twp,55B,240,0.373786,0.303167,0.001601
271390100,Sand Creek Twp,55B,588,0.362153,0.315693,0.001757
271390105,Savage P-1,56A,501,0.560200,0.535934,0.039556
271390110,Savage P-2,56A,1390,0.491337,0.465116,0.112531
271390111,Savage P-3,56A,1333,0.474695,0.447123,0.105048
271390112,Savage P-4,56A,1584,0.447086,0.411067,0.147220
271390113,Savage P-5,56A,808,0.340054,0.310914,0.080448
271390114,Savage P-6,56A,1592,0.431641,0.392157,0.036440
271390116,Savage P-7,56A,1721,0.413867,0.388956,0.028175
271390117,Savage P-8,56A,747,0.506074,0.477241,0.125321
271390119,Shakopee P-1,55A,1158,0.524012,0.462247,0.070893
271390120,Shakopee P-2,55A,867,0.547054,0.483951,0.104171
271390125,Shakopee P-3,55A,679,0.521972,0.472441,0.032733
271390130,Shakopee P-4,55A,1071,0.441067,0.405680,0.012500
271390135,Shakopee P-5,55A,776,0.521768,0.454670,0.123240
271390136,Shakopee P-6,55A,1139,0.499380,0.421743,0.060072
271390137,Shakopee P-7,55A,546,0.506278,0.450787,0.092139
271390138,Shakopee P-8,55A,876,0.486380,0.375000,0.112067
271390145,Shakopee P-9,55A,767,0.365357,0.315353,0.032260
271390150,Shakopee P-10,55A,1302,0.451965,0.401808,0.090844
271390153,Shakopee P-11,55A,678,0.408063,0.371295,0.025107
271390156,Shakopee P-12A,55A,803,0.402149,0.368212,0.026031
271390157,Shakopee P-12B,55B,24,0.837549,0.652174,0.002028
271390158,Shakopee P-13,55B,112,0.441415,0.422018,0.004439
271390160,Spring Lake Twp,55B,1525,0.317818,0.277200,0.005010
271410005,Baldwin Twp P-2,15A,1043,0.376898,0.305284,0.004908
271410010,Becker,15B,1380,0.399344,0.333827,0.012405
271410015,Becker Twp,15B,1693,0.319823,0.285021,0.003039
271410020,Big Lake P-1,30A,829,0.488519,0.386852,0.027999
271410022,Big Lake P-2,30A,663,0.427314,0.343750,0.032836
271410024,Big Lake P-3,30A,1473,0.395885,0.312853,0.049363
271410025,Big Lake Twp P-1,30A,981,0.431876,0.319749,0.009881
271410030,Blue Hill Twp,15A,621,0.359657,0.300163,0.001655
271410035,Clear Lake,15B,182,0.456279,0.378531,0.016350
271410040,Clear Lake Twp,15B,715,0.397462,0.344286,0.001882
271410045,Elk River W-1 P-1A,30A,1034,0.438947,0.304734,0.039128
271410050,Elk River W-2 P-2A,30A,1092,0.346613,0.260664,0.005787
271410055,Elk River W-3 P-3A,30A,810,0.465218,0.340153,0.038639
271410060,Elk River W-4 P-4A,30A,962,0.464485,0.352557,0.013435
271410065,Haven Twp,14B,933,0.395608,0.344156,0.002676
271410070,Livonia Twp P-1,31A,885,0.339565,0.000000,0.006876
271410075,Orrock Twp,15B,1300,0.366524,0.324841,0.003478
271410080,Palmer Twp,15B,982,0.380797,0.333676,0.002614
271410085,Princeton P-2,15A,41,0.604250,0.538462,0.003142
271410090,Saint Cloud W-2 P-5,14B,491,0.631676,0.562500,0.123678
271410095,Saint Cloud W-2 P-6,14B,526,0.601934,0.543689,0.132819
